X,Y,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,POPULATION,COUNTY,COUNTYFIPS,LATITUDE,LONGITUDE,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,FT_TEACHER
-87.63782597,41.91379045,100565,1.70993E+11,LASALLE ELEM LANGUAGE ACADEMY,1734 N ORLEANS ST,CHICAGO,IL,60614,5797,588,COOK,17031,41.91379045,-87.63782597,1,553,KG,8,35
-87.75248117,41.90931758,100963,1.70993E+11,BANNER WEST ACADEMY HS,5035 W NORTH AVE,CHICAGO,IL,60639,4565,272,COOK,17031,41.90931758,-87.75248117,3,269,9,12,3
-87.62170331,41.6856603,101007,1.70993E+11,CURTIS ELEM SCHOOL,32 E 115TH ST,CHICAGO,IL,60628,5510,681,COOK,17031,41.6856603,-87.62170332,1,647,PK,8,34
-87.70502396,41.8770499,101085,1.70993E+11,LOCKE A ELEM CHARTER ACADEMY,3141 W JACKSON BLVD,CHICAGO,IL,60612,2729,606,COOK,17031,41.8770499,-87.70502396,1,579,PK,8,27
-87.65247299,41.85860368,99244,1.70993E+11,JUNGMAN ELEM SCHOOL,1746 S MILLER ST,CHICAGO,IL,60608,2313,295,COOK,17031,41.85860368,-87.65247299,1,276,PK,8,19
-87.60884497,41.68872319,99449,1.70993E+11,PULLMAN ELEM SCHOOL,11311 S FORRESTVILLE AVE,CHICAGO,IL,60628,5107,296,COOK,17031,41.68872319,-87.60884497,1,281,PK,8,15
-87.68433563,41.99548452,99450,1.70993E+11,STONE ELEM SCHOLASTIC ACADEMY,6239 N LEAVITT ST,CHICAGO,IL,60659,3007,663,COOK,17031,41.99548452,-87.68433563,1,629,KG,8,34
-87.77855741,42.00726177,100046,1.70993E+11,WILDWOOD ELEM SCHOOL,6950 N HIAWATHA AVE,CHICAGO,IL,60646,1340,456,COOK,17031,42.00726177,-87.77855741,1,428,KG,8,28
-87.39167004,41.59801759,100171,1.80005E+11,EAST CHICAGO LIGHTHOUSE,3916 PULASKI,EAST CHICAGO,IN,46312,NOT AVAILABLE,453,LAKE,18089,41.59801759,-87.39167004,1,433,KG,7,20
-87.64100502,41.84417757,92206,1.70993E+11,SHERIDAN ELEM MATH & SCIENCE ACAD,533 W 27TH ST,CHICAGO,IL,60616,2574,585,COOK,17031,41.84417757,-87.64100502,1,557,KG,8,28
-87.66004324,41.79638292,92645,1.70993E+11,LIBBY ELEM SCHOOL,5300 S LOOMIS BLVD,CHICAGO,IL,60609,5948,520,COOK,17031,41.79638292,-87.66004324,1,488,KG,8,32
-87.71538207,41.88580036,92646,1.70993E+11,RABY HIGH SCHOOL,3545 W FULTON BLVD,CHICAGO,IL,60624,1928,523,COOK,17031,41.88580036,-87.71538207,3,486,9,12,37
-87.64159111,41.76554316,92810,1.70993E+11,KING ACADEMY OF SOCIAL JUSTICE,644 W 71ST ST,CHICAGO,IL,60621,2357,251,COOK,17031,41.76554316,-87.64159111,1,237,PK,8,14
-87.7084908,41.858605,92884,1.70993E+11,NORTH LAWNDALE CHARTER HS,1313 S SACRAMENTO DR,CHICAGO,IL,60623,2218,875,COOK,17031,41.858605,-87.7084908,3,820,9,12,55
-87.66696061,41.86484659,89288,1.70993E+11,MONTEFIORE SPECIAL ELEM SCHOOL,1310 S ASHLAND AVE,CHICAGO,IL,60608,1345,32,COOK,17031,41.86484659,-87.66696061,2,24,5,8,8
-87.725105,41.865466,89289,1.70993E+11,COMMUNITY SERVICES WEST HIGH SCH,1239 S PULASKI RD,CHICAGO,IL,60623,1234,130,COOK,17031,41.865466,-87.725105,3,125,11,12,5
-87.76588228,41.89768763,89684,1.70993E+11,BRUNSON MATH & SCI SPECIALTY ELEM,932 N CENTRAL AVE,CHICAGO,IL,60651,2705,643,COOK,17031,41.89768763,-87.76588228,1,614,PK,8,29
-87.64076275,41.90233749,89845,1.70993E+11,JENNER ELEM ACADEMY OF THE ARTS,1119 N CLEVELAND AVE,CHICAGO,IL,60610,2426,262,COOK,17031,41.90233749,-87.64076275,1,245,PK,8,17
-87.68335793,41.9753391,94887,1.70993E+11,CHAPPELL ELEM SCHOOL,2135 W FOSTER AVE,CHICAGO,IL,60625,1268,583,COOK,17031,41.9753391,-87.68335793,1,548,PK,8,35
-87.55742901,41.75455286,95045,1.70993E+11,BRADWELL COMM ARTS & SCI ELEM SCH,7736 S BURNHAM AVE,CHICAGO,IL,60649,4702,766,COOK,17031,41.75455286,-87.55742901,1,728,PK,8,38
-87.74738138,41.91921192,95090,1.70993E+11,LLOYD ELEM SCHOOL,2103 N LAMON AVE,CHICAGO,IL,60639,3238,1298,COOK,17031,41.91921192,-87.74738138,1,1231,PK,5,67
-87.62370493,41.7623165,102565,1.70993E+11,DENEEN ELEM SCHOOL,7240 S WABASH AVE,CHICAGO,IL,60619,1092,629,COOK,17031,41.7623165,-87.62370493,1,597,PK,8,32
-87.71736186,41.74547536,95246,1.70993E+11,DAWES ELEM SCHOOL,3810 W 81ST PL,CHICAGO,IL,60652,2400,1089,COOK,17031,41.74547536,-87.71736187,1,1034,PK,8,55
-87.80257813,41.98936163,95402,1.70993E+11,NORWOOD PARK ELEM SCHOOL,5900 N NINA AVE,CHICAGO,IL,60631,2408,402,COOK,17031,41.98936163,-87.80257813,1,380,PK,8,22
-87.65217049,41.96594753,95485,1.70993E+11,UPLIFT COMMUNITY HIGH SCHOOL,900 W WILSON AVE,CHICAGO,IL,60640,5707,349,COOK,17031,41.96594753,-87.65217049,3,324,9,12,25
-87.67135276,41.75456878,96323,1.70993E+11,BARTON ELEM SCHOOL,7650 S WOLCOTT AVE,CHICAGO,IL,60620,5227,557,COOK,17031,41.75456878,-87.67135276,1,528,PK,8,29
-87.81431243,42.01660969,96324,1.70993E+11,STOCK EARLY CHILDHOOD CENTER,7507 W BIRCHWOOD AVE,CHICAGO,IL,60631,4322,249,COOK,17031,42.01660969,-87.81431243,1,229,PK,PK,20
-87.58904586,41.65653372,96441,1.70993E+11,CARVER MILITARY ACADEMY HS,13100 S DOTY AVE,CHICAGO,IL,60827,1597,530,COOK,17031,41.65653372,-87.58904586,3,502,9,12,28
-87.73239555,41.78701562,96643,1.70993E+11,PASTEUR ELEM SCHOOL,5825 S KOSTNER AVE,CHICAGO,IL,60629,5238,1318,COOK,17031,41.78701562,-87.73239555,1,1257,PK,8,61
-87.6402935,41.71112571,96843,1.70993E+11,FERNWOOD ELEM SCHOOL,10041 S UNION AVE,CHICAGO,IL,60628,1824,359,COOK,17031,41.71112571,-87.6402935,1,342,PK,8,17
-87.69689192,41.74208019,96887,1.70993E+11,CARROLL ELEM SCHOOL,2929 W 83RD ST,CHICAGO,IL,60652,3400,522,COOK,17031,41.74208019,-87.69689192,1,495,PK,8,27
-87.81352125,41.94260903,90207,1.70993E+11,DEVER ELEM SCHOOL,3436 N OSCEOLA AVE,CHICAGO,IL,60634,3344,883,COOK,17031,41.94260903,-87.81352125,1,835,PK,8,48
-87.71974596,41.78809695,90363,1.70993E+11,PECK ELEM SCHOOL,3826 W 58TH ST,CHICAGO,IL,60629,3849,1716,COOK,17031,41.78809695,-87.71974596,1,1633,PK,8,83
-87.64944069,41.95997068,90411,1.70993E+11,CASTELLANOS ELEM SCHOOL,2524 S CENTRAL PARK AVE,CHICAGO,IL,60623,3940,604,COOK,17031,41.95997068,-87.6494407,2,574,4,8,30
-87.62680853,41.81977977,90412,1.70993E+11,BRONZEVILLE LIGHTHOUSE ELEM CHRTR,8 W ROOT ST,CHICAGO,IL,60609,2931,477,COOK,17031,41.81977977,-87.62680853,1,467,KG,8,10
-87.71936154,41.94166082,90643,1.70993E+11,REILLY ELEM SCHOOL,3650 W SCHOOL ST,CHICAGO,IL,60618,5358,1133,COOK,17031,41.94166082,-87.71936154,1,1076,PK,8,57
-87.66671067,41.98901238,90723,1.70993E+11,RICKOVER NAVAL ACADEMY HIGH SCHL,5900 N GLENWOOD AVE,CHICAGO,IL,60660,3312,579,COOK,17031,41.98901238,-87.66671067,3,552,9,12,27
-87.67722971,41.82769687,90724,1.70993E+11,THOMAS EARLY CHILDHOOD CENTER,3625 S HOYNE AVE,CHICAGO,IL,60609,1147,177,COOK,17031,41.82769687,-87.67722971,1,165,PK,PK,12
-87.63847021,41.66484342,90804,1.70993E+11,BROWN R ELEM COMMUNITY ACAD,12607 S UNION AVE,CHICAGO,IL,60628,7021,322,COOK,17031,41.66484342,-87.63847021,1,307,PK,8,15
-87.71897533,41.83799153,91043,1.70993E+11,GARY ELEM SCHOOL,3740 W 31ST ST,CHICAGO,IL,60623,5035,1222,COOK,17031,41.83799153,-87.71897533,1,1160,3,8,62
-87.63627659,41.77026485,91084,1.70993E+11,ROBESON HIGH SCHOOL,6835 S NORMAL BLVD,CHICAGO,IL,60621,2535,307,COOK,17031,41.77026485,-87.63627659,3,286,9,12,21
-87.7658707,41.87802174,91163,1.70993E+11,DEPRIEST ELEM SCHOOL,139 S PARKSIDE AVE,CHICAGO,IL,60644,3944,773,COOK,17031,41.87802174,-87.7658707,1,730,PK,8,43
-87.67631604,41.75970936,98246,1.70993E+11,SOUTHSIDE OCCUPATIONAL ACAD HS,7342 S HOYNE AVE,CHICAGO,IL,60636,3755,232,COOK,17031,41.75970936,-87.67631604,3,204,11,12,28
-87.63980646,41.6963812,98525,1.70993E+11,DUNNE TECHNOLOGY ACAD ELEM SCH,10845 S UNION AVE,CHICAGO,IL,60628,3115,257,COOK,17031,41.6963812,-87.63980646,1,243,PK,8,14
-87.72442933,41.99425393,98526,1.70993E+11,SOLOMON ELEM SCHOOL,6206 N HAMLIN AVE,CHICAGO,IL,60659,1096,377,COOK,17031,41.99425393,-87.72442933,1,355,PK,8,22
-87.6068727,41.65772318,98527,1.70993E+11,ALDRIDGE ELEM SCHOOL,630 E 131ST ST,CHICAGO,IL,60827,1309,224,COOK,17031,41.65772318,-87.6068727,1,212,PK,8,12
-87.84001863,42.33731261,98647,1.70011E+11,NORTH ELEMENTARY SCHOOL,1210 ADAMS ST,NORTH CHICAGO,IL,60064,1317,469,LAKE,17097,42.33731261,-87.84001863,1,440,PK,2,29
-87.67191086,41.80988053,98928,1.70993E+11,LARA ELEM ACADEMY,4619 S WOLCOTT AVE,CHICAGO,IL,60609,3855,505,COOK,17031,41.80988053,-87.67191086,1,481,PK,8,24
-87.60082757,41.72139071,98929,1.70993E+11,NKRUMAH ACADEMY CHARTER ES,314 W 108TH ST,CHICAGO,IL,60628,3332,328,COOK,17031,41.72139071,-87.60082757,1,311,KG,7,17
-87.60227271,41.78286329,99004,1.70993E+11,EXCEL ACADEMY - WOODLAWN HS,6145 S INGLESIDE AVE,CHICAGO,IL,60637,2696,12,COOK,17031,41.78286329,-87.60227271,4,3,9,9,9
-87.72090066,41.95216358,97363,1.70993E+11,DISNEY II MAGNET HS,3900 N LAWNDALE AVE,CHICAGO,IL,60618,3108,542,COOK,17031,41.95216358,-87.72090067,4,490,7,10,52
-87.61844,41.6794,97764,1.70993E+11,CHICAGO COLLEGIATE CHARTER SCHOOL,11816 S INDIANA AVE,CHICAGO,IL,60628,6227,183,COOK,17031,41.6794,-87.61844,2,173,4,6,10
-87.634801,41.768941,97923,1.70993E+11,AMANDLA CHARTER SCHOOL,6800 S STEWART AVE,CHICAGO,IL,60621,2441,351,COOK,17031,41.768941,-87.634801,4,325,5,11,26
-87.64457777,41.92438087,93285,1.70993E+11,LINCOLN ELEM SCHOOL,615 W KEMPER PL,CHICAGO,IL,60614,3319,871,COOK,17031,41.92438087,-87.64457777,1,824,KG,8,47
-87.64544173,41.90705269,93324,1.70993E+11,SKINNER ELEM SCHOOL,111 S THROOP ST,CHICAGO,IL,60607,2530,1011,COOK,17031,41.90705269,-87.64544173,1,963,PK,8,48
-87.65443038,41.97120618,93365,1.70993E+11,MCCUTCHEON ELEM SCHOOL,4865 N SHERIDAN RD,CHICAGO,IL,60640,3717,490,COOK,17031,41.97120618,-87.65443038,1,454,PK,8,36
-87.66007249,41.74564437,93485,1.70993E+11,COOK ELEM SCHOOL,8150 S BISHOP ST,CHICAGO,IL,60620,3854,422,COOK,17031,41.74564437,-87.66007249,1,398,PK,8,24
-87.61048708,41.74333786,93885,1.70993E+11,DIXON ELEM SCHOOL,8306 S SAINT LAWRENCE AVE,CHICAGO,IL,60619,5791,670,COOK,17031,41.74333786,-87.61048708,1,640,PK,8,30
-87.72628344,41.86686313,101326,1.70993E+11,FRAZIER PREP ACAD CHARTER ES,3711 W DOUGLAS BLVD,CHICAGO,IL,60623,1413,414,COOK,17031,41.86686313,-87.72628344,1,400,PK,8,14
-87.68846276,41.8789965,101449,1.70993E+11,MARINE MATH AND SCIENCE ACADEMY HS,145 S CAMPBELL AVE,CHICAGO,IL,60612,2923,-999,COOK,17031,41.8789965,-87.68846276,3,-1,9,12,-1
-87.71758036,41.84294608,101528,1.70993E+11,LITTLE VILLAGE ELEM SCHOOL,2620 S LAWNDALE AVE,CHICAGO,IL,60623,4519,927,COOK,17031,41.84294608,-87.71758036,1,882,PK,8,45
-87.65504645,41.72983805,101725,1.70993E+11,FORT DEARBORN ELEM SCHOOL,9025 S THROOP ST,CHICAGO,IL,60620,3523,408,COOK,17031,41.72983805,-87.65504645,1,385,PK,8,23
-87.44770568,41.6488176,101805,1.80288E+11,ABRAHAM LINCOLN ELEMENTARY SCH,2001 E 135TH ST,EAST CHICAGO,IN,46312,2099,507,LAKE,18089,41.6488176,-87.44770568,1,480,PK,5,27
-87.85402694,42.31539912,101843,1.70011E+11,HOWARD A YEAGER ELEM SCH,1811 MORROW AVE,NORTH CHICAGO,IL,60064,3223,-999,LAKE,17097,42.31539912,-87.85402694,N,-1,PK,PK,-1
-87.70802153,41.93427645,102125,1.70993E+11,LOGANDALE MIDDLE SCHOOL,3212 W GEORGE ST,CHICAGO,IL,60618,7529,869,COOK,17031,41.93427645,-87.70802153,1,824,PK,8,45
-87.67535917,41.77461514,102206,1.70993E+11,OTOOLE ELEM SCHOOL,6550 S SEELEY AVE,CHICAGO,IL,60636,2500,488,COOK,17031,41.77461514,-87.67535918,1,466,PK,8,22
-87.62882204,41.85187916,102207,1.70993E+11,NATIONAL TEACHERS ELEM ACADEMY,55 W CERMAK RD,CHICAGO,IL,60616,2001,657,COOK,17031,41.85187916,-87.62882204,1,620,PK,8,37
