"B19301B_001E","B19301B_001M","GEO_ID","NAME"
"Estimate!!Per capita income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Per capita income in the past 12 months (in 2020 inflation-adjusted dollars)","id","Geographic Area Name"
"null","null","8600000US61361","ZCTA5 61361"
"19816","14000","8600000US61362","ZCTA5 61362"
"-","**","8600000US61363","ZCTA5 61363"
"8408","3006","8600000US61364","ZCTA5 61364"
"null","null","8600000US61367","ZCTA5 61367"
"null","null","8600000US61368","ZCTA5 61368"
"null","null","8600000US61369","ZCTA5 61369"
"-","**","8600000US61370","ZCTA5 61370"
"-","**","8600000US61372","ZCTA5 61372"
"-","**","8600000US61373","ZCTA5 61373"
"-","**","8600000US61374","ZCTA5 61374"
"-","**","8600000US61375","ZCTA5 61375"
"-","**","8600000US61376","ZCTA5 61376"
"null","null","8600000US61377","ZCTA5 61377"
"-","**","8600000US61378","ZCTA5 61378"
"null","null","8600000US61379","ZCTA5 61379"
"10693","7602","8600000US61401","ZCTA5 61401"
"null","null","8600000US61410","ZCTA5 61410"
"-","**","8600000US61411","ZCTA5 61411"
"-","**","8600000US61412","ZCTA5 61412"
"null","null","8600000US61413","ZCTA5 61413"
"null","null","8600000US61414","ZCTA5 61414"
"null","null","8600000US61415","ZCTA5 61415"
"-","**","8600000US61416","ZCTA5 61416"
"-","**","8600000US61417","ZCTA5 61417"
"-","**","8600000US61418","ZCTA5 61418"
"-","**","8600000US61419","ZCTA5 61419"
"null","null","8600000US61420","ZCTA5 61420"
"45929","17941","8600000US61421","ZCTA5 61421"
"null","null","8600000US61422","ZCTA5 61422"
"-","**","8600000US61423","ZCTA5 61423"
"-","**","8600000US61424","ZCTA5 61424"
"-","**","8600000US61425","ZCTA5 61425"
"-","**","8600000US61426","ZCTA5 61426"
"107556","47256","8600000US61427","ZCTA5 61427"
"22600","11176","8600000US61428","ZCTA5 61428"
"-","**","8600000US61430","ZCTA5 61430"
"-","**","8600000US61431","ZCTA5 61431"
"-","**","8600000US61432","ZCTA5 61432"
"-","**","8600000US61433","ZCTA5 61433"
"null","null","8600000US61434","ZCTA5 61434"
"-","**","8600000US61435","ZCTA5 61435"
"-","**","8600000US61436","ZCTA5 61436"
"-","**","8600000US61437","ZCTA5 61437"
"null","null","8600000US61438","ZCTA5 61438"
"null","null","8600000US61439","ZCTA5 61439"
"-","**","8600000US61440","ZCTA5 61440"
"-","**","8600000US61441","ZCTA5 61441"
"-","**","8600000US61442","ZCTA5 61442"
"15108","6771","8600000US61443","ZCTA5 61443"
"-","**","8600000US61447","ZCTA5 61447"
"null","null","8600000US61448","ZCTA5 61448"
"-","**","8600000US61449","ZCTA5 61449"
"-","**","8600000US61450","ZCTA5 61450"
"-","**","8600000US61451","ZCTA5 61451"
"-","**","8600000US61452","ZCTA5 61452"
"null","null","8600000US61453","ZCTA5 61453"
"-","**","8600000US61454","ZCTA5 61454"
"11402","3441","8600000US61455","ZCTA5 61455"
"-","**","8600000US61458","ZCTA5 61458"
"-","**","8600000US61459","ZCTA5 61459"
"-","**","8600000US61460","ZCTA5 61460"
"16226","5428","8600000US61462","ZCTA5 61462"
"-","**","8600000US61465","ZCTA5 61465"
"-","**","8600000US61466","ZCTA5 61466"
"null","null","8600000US61467","ZCTA5 61467"
"-","**","8600000US61468","ZCTA5 61468"
"null","null","8600000US61469","ZCTA5 61469"
"null","null","8600000US61470","ZCTA5 61470"
"-","**","8600000US61471","ZCTA5 61471"
"null","null","8600000US61472","ZCTA5 61472"
"null","null","8600000US61473","ZCTA5 61473"
"-","**","8600000US61474","ZCTA5 61474"
"-","**","8600000US61475","ZCTA5 61475"
"-","**","8600000US61476","ZCTA5 61476"
"-","**","8600000US61477","ZCTA5 61477"
"-","**","8600000US61478","ZCTA5 61478"
"-","**","8600000US61479","ZCTA5 61479"
"null","null","8600000US61480","ZCTA5 61480"
"-","**","8600000US61482","ZCTA5 61482"
"null","null","8600000US61483","ZCTA5 61483"
"null","null","8600000US61484","ZCTA5 61484"
"-","**","8600000US61485","ZCTA5 61485"
"-","**","8600000US61486","ZCTA5 61486"
"null","null","8600000US61488","ZCTA5 61488"
"null","null","8600000US61489","ZCTA5 61489"
"null","null","8600000US61490","ZCTA5 61490"
"-","**","8600000US61491","ZCTA5 61491"
"-","**","8600000US61501","ZCTA5 61501"
"null","null","8600000US61516","ZCTA5 61516"
"null","null","8600000US61517","ZCTA5 61517"
"-","**","8600000US61519","ZCTA5 61519"
"10307","12013","8600000US61520","ZCTA5 61520"
"62374","146704","8600000US61523","ZCTA5 61523"
"-","**","8600000US61524","ZCTA5 61524"
"17558","15512","8600000US61525","ZCTA5 61525"
"-","**","8600000US61526","ZCTA5 61526"
"null","null","8600000US61528","ZCTA5 61528"
"-","**","8600000US61529","ZCTA5 61529"
"25712","38126","8600000US61530","ZCTA5 61530"
"null","null","8600000US61531","ZCTA5 61531"
"-","**","8600000US61532","ZCTA5 61532"
"-","**","8600000US61533","ZCTA5 61533"
"null","null","8600000US61534","ZCTA5 61534"
"-","**","8600000US61535","ZCTA5 61535"
"null","null","8600000US61536","ZCTA5 61536"
"-","**","8600000US61537","ZCTA5 61537"
"-","**","8600000US61539","ZCTA5 61539"
"9611","6584","8600000US61540","ZCTA5 61540"
"-","**","8600000US61541","ZCTA5 61541"
"null","null","8600000US61542","ZCTA5 61542"
"-","**","8600000US61543","ZCTA5 61543"
"-","**","8600000US61544","ZCTA5 61544"
"-","**","8600000US61545","ZCTA5 61545"
"null","null","8600000US61546","ZCTA5 61546"
"null","null","8600000US61547","ZCTA5 61547"
"66174","52389","8600000US61548","ZCTA5 61548"
"12401","8772","8600000US61550","ZCTA5 61550"
"-","**","8600000US61552","ZCTA5 61552"
"-","**","8600000US61553","ZCTA5 61553"
"18731","11890","8600000US61554","ZCTA5 61554"
"null","null","8600000US61559","ZCTA5 61559"
"null","null","8600000US61560","ZCTA5 61560"
"null","null","8600000US61561","ZCTA5 61561"
"-","**","8600000US61562","ZCTA5 61562"
"-","**","8600000US61563","ZCTA5 61563"
"-","**","8600000US61564","ZCTA5 61564"
"-","**","8600000US61565","ZCTA5 61565"
"-","**","8600000US61567","ZCTA5 61567"
"-","**","8600000US61568","ZCTA5 61568"
"-","**","8600000US61569","ZCTA5 61569"
"-","**","8600000US61570","ZCTA5 61570"
"18055","13984","8600000US61571","ZCTA5 61571"
"null","null","8600000US61572","ZCTA5 61572"
"3619","1544","8600000US61602","ZCTA5 61602"
"15248","2785","8600000US61603","ZCTA5 61603"
"18367","2625","8600000US61604","ZCTA5 61604"
"11827","1327","8600000US61605","ZCTA5 61605"
"16785","4094","8600000US61606","ZCTA5 61606"
"33909","11422","8600000US61607","ZCTA5 61607"
"null","null","8600000US61610","ZCTA5 61610"
"17018","7476","8600000US61611","ZCTA5 61611"
"26408","5771","8600000US61614","ZCTA5 61614"
"24981","6188","8600000US61615","ZCTA5 61615"
"15039","7385","8600000US61616","ZCTA5 61616"
"4203","3619","8600000US61625","ZCTA5 61625"
"13005","2292","8600000US61701","ZCTA5 61701"
"34631","5283","8600000US61704","ZCTA5 61704"
"23933","9495","8600000US61705","ZCTA5 61705"
"-","**","8600000US61720","ZCTA5 61720"
"-","**","8600000US61721","ZCTA5 61721"
"null","null","8600000US61722","ZCTA5 61722"
"-","**","8600000US61723","ZCTA5 61723"
"-","**","8600000US61724","ZCTA5 61724"
"16846","14332","8600000US61725","ZCTA5 61725"
"2697","5202","8600000US61726","ZCTA5 61726"
"4982","3996","8600000US61727","ZCTA5 61727"
"-","**","8600000US61728","ZCTA5 61728"
"-","**","8600000US61729","ZCTA5 61729"
"-","**","8600000US61730","ZCTA5 61730"
"-","**","8600000US61731","ZCTA5 61731"
"null","null","8600000US61732","ZCTA5 61732"
"-","**","8600000US61733","ZCTA5 61733"
"null","null","8600000US61734","ZCTA5 61734"
"-","**","8600000US61735","ZCTA5 61735"
"32593","15160","8600000US61736","ZCTA5 61736"
"null","null","8600000US61737","ZCTA5 61737"
"9726","14675","8600000US61738","ZCTA5 61738"
"35621","53995","8600000US61739","ZCTA5 61739"
"null","null","8600000US61740","ZCTA5 61740"
"null","null","8600000US61741","ZCTA5 61741"
"null","null","8600000US61742","ZCTA5 61742"
"null","null","8600000US61743","ZCTA5 61743"
"null","null","8600000US61744","ZCTA5 61744"
"-","**","8600000US61745","ZCTA5 61745"
"null","null","8600000US61747","ZCTA5 61747"
"null","null","8600000US61748","ZCTA5 61748"
"null","null","8600000US61749","ZCTA5 61749"
"null","null","8600000US61750","ZCTA5 61750"
"-","**","8600000US61751","ZCTA5 61751"
"-","**","8600000US61752","ZCTA5 61752"
"null","null","8600000US61753","ZCTA5 61753"
"-","**","8600000US61754","ZCTA5 61754"
"-","**","8600000US61755","ZCTA5 61755"
"null","null","8600000US61756","ZCTA5 61756"
"null","null","8600000US61759","ZCTA5 61759"
"null","null","8600000US61760","ZCTA5 61760"
"17669","2860","8600000US61761","ZCTA5 61761"
"4389","2524","8600000US61764","ZCTA5 61764"
"-","**","8600000US61769","ZCTA5 61769"
"-","**","8600000US61770","ZCTA5 61770"
"-","**","8600000US61771","ZCTA5 61771"
"-","**","8600000US61772","ZCTA5 61772"
"-","**","8600000US61773","ZCTA5 61773"
"-","**","8600000US61774","ZCTA5 61774"
"-","**","8600000US61775","ZCTA5 61775"
"null","null","8600000US61776","ZCTA5 61776"
"-","**","8600000US61777","ZCTA5 61777"
"-","**","8600000US61778","ZCTA5 61778"
"12663","2564","8600000US61801","ZCTA5 61801"
"19418","5174","8600000US61802","ZCTA5 61802"
"29728","27287","8600000US61810","ZCTA5 61810"
"-","**","8600000US61811","ZCTA5 61811"
"-","**","8600000US61812","ZCTA5 61812"
"10170","11528","8600000US61813","ZCTA5 61813"
"null","null","8600000US61814","ZCTA5 61814"
"-","**","8600000US61815","ZCTA5 61815"
"null","null","8600000US61816","ZCTA5 61816"
"null","null","8600000US61817","ZCTA5 61817"
"-","**","8600000US61818","ZCTA5 61818"
"14333","2883","8600000US61820","ZCTA5 61820"
"18663","2939","8600000US61821","ZCTA5 61821"
"34308","7266","8600000US61822","ZCTA5 61822"
"null","null","8600000US61830","ZCTA5 61830"
"-","**","8600000US61831","ZCTA5 61831"
"16709","2711","8600000US61832","ZCTA5 61832"
"null","null","8600000US61833","ZCTA5 61833"
"3258","1869","8600000US61834","ZCTA5 61834"
"null","null","8600000US61839","ZCTA5 61839"
"-","**","8600000US61840","ZCTA5 61840"
"null","null","8600000US61841","ZCTA5 61841"
"null","null","8600000US61842","ZCTA5 61842"
"null","null","8600000US61843","ZCTA5 61843"
"null","null","8600000US61844","ZCTA5 61844"
"-","**","8600000US61845","ZCTA5 61845"
"15855","5499","8600000US61846","ZCTA5 61846"
"null","null","8600000US61847","ZCTA5 61847"
"-","**","8600000US61848","ZCTA5 61848"
"-","**","8600000US61849","ZCTA5 61849"
"-","**","8600000US61850","ZCTA5 61850"
"-","**","8600000US61851","ZCTA5 61851"
"-","**","8600000US61852","ZCTA5 61852"
"null","null","8600000US61853","ZCTA5 61853"
"-","**","8600000US61854","ZCTA5 61854"
"-","**","8600000US61855","ZCTA5 61855"
"10162","12566","8600000US61856","ZCTA5 61856"
"-","**","8600000US61857","ZCTA5 61857"
"null","null","8600000US61858","ZCTA5 61858"
"-","**","8600000US61859","ZCTA5 61859"
"-","**","8600000US61862","ZCTA5 61862"
"-","**","8600000US61863","ZCTA5 61863"
"-","**","8600000US61864","ZCTA5 61864"
"8766","3201","8600000US61865","ZCTA5 61865"
"13803","2268","8600000US61866","ZCTA5 61866"
"null","null","8600000US61870","ZCTA5 61870"
"null","null","8600000US61871","ZCTA5 61871"
"null","null","8600000US61872","ZCTA5 61872"
"null","null","8600000US61873","ZCTA5 61873"
"19366","12287","8600000US61874","ZCTA5 61874"
"-","**","8600000US61875","ZCTA5 61875"
"-","**","8600000US61876","ZCTA5 61876"
"null","null","8600000US61877","ZCTA5 61877"
"21595","10875","8600000US61878","ZCTA5 61878"
"8079","5495","8600000US61880","ZCTA5 61880"
"null","null","8600000US61882","ZCTA5 61882"
"35803","11258","8600000US61883","ZCTA5 61883"
"null","null","8600000US61884","ZCTA5 61884"
"32992","27169","8600000US61910","ZCTA5 61910"
"null","null","8600000US61911","ZCTA5 61911"
"10270","4238","8600000US61912","ZCTA5 61912"
"-","**","8600000US61913","ZCTA5 61913"
"-","**","8600000US61914","ZCTA5 61914"
"-","**","8600000US61917","ZCTA5 61917"
"-","**","8600000US61919","ZCTA5 61919"
"12548","4608","8600000US61920","ZCTA5 61920"
"null","null","8600000US61924","ZCTA5 61924"
"-","**","8600000US61925","ZCTA5 61925"
"-","**","8600000US61928","ZCTA5 61928"
"-","**","8600000US61929","ZCTA5 61929"
"null","null","8600000US61930","ZCTA5 61930"
"null","null","8600000US61931","ZCTA5 61931"
"-","**","8600000US61932","ZCTA5 61932"
"null","null","8600000US61933","ZCTA5 61933"
"-","**","8600000US61936","ZCTA5 61936"
"12089","11005","8600000US61937","ZCTA5 61937"
"16861","9117","8600000US61938","ZCTA5 61938"
"-","**","8600000US61940","ZCTA5 61940"
"-","**","8600000US61941","ZCTA5 61941"
"null","null","8600000US61942","ZCTA5 61942"
"-","**","8600000US61943","ZCTA5 61943"
"16079","15461","8600000US61944","ZCTA5 61944"
"-","**","8600000US61949","ZCTA5 61949"
"7207","7641","8600000US61951","ZCTA5 61951"
"null","null","8600000US61953","ZCTA5 61953"
"null","null","8600000US61955","ZCTA5 61955"
"null","null","8600000US61956","ZCTA5 61956"
"-","**","8600000US61957","ZCTA5 61957"
"-","**","8600000US62001","ZCTA5 62001"
"16926","2208","8600000US62002","ZCTA5 62002"
"-","**","8600000US62006","ZCTA5 62006"
"-","**","8600000US62009","ZCTA5 62009"
"15725","9548","8600000US62010","ZCTA5 62010"
"-","**","8600000US62011","ZCTA5 62011"
"67942","32520","8600000US62012","ZCTA5 62012"
"-","**","8600000US62013","ZCTA5 62013"
"null","null","8600000US62014","ZCTA5 62014"
"-","**","8600000US62015","ZCTA5 62015"
"null","null","8600000US62016","ZCTA5 62016"
"-","**","8600000US62017","ZCTA5 62017"
"14949","11873","8600000US62018","ZCTA5 62018"
"-","**","8600000US62019","ZCTA5 62019"
"-","**","8600000US62021","ZCTA5 62021"
"-","**","8600000US62022","ZCTA5 62022"
"-","**","8600000US62023","ZCTA5 62023"
"7175","5635","8600000US62024","ZCTA5 62024"
"22870","5713","8600000US62025","ZCTA5 62025"
"-","**","8600000US62027","ZCTA5 62027"
"14847","21838","8600000US62028","ZCTA5 62028"
"-","**","8600000US62030","ZCTA5 62030"
"-","**","8600000US62031","ZCTA5 62031"
"-","**","8600000US62032","ZCTA5 62032"
"8133","9422","8600000US62033","ZCTA5 62033"
"80899","24536","8600000US62034","ZCTA5 62034"
"21167","7791","8600000US62035","ZCTA5 62035"
"-","**","8600000US62036","ZCTA5 62036"
"677","820","8600000US62037","ZCTA5 62037"
"14172","3211","8600000US62040","ZCTA5 62040"
"-","**","8600000US62044","ZCTA5 62044"
"-","**","8600000US62045","ZCTA5 62045"
"-","**","8600000US62046","ZCTA5 62046"
"null","null","8600000US62047","ZCTA5 62047"
"-","**","8600000US62048","ZCTA5 62048"
"3251","2536","8600000US62049","ZCTA5 62049"
"-","**","8600000US62050","ZCTA5 62050"
"null","null","8600000US62051","ZCTA5 62051"
"14476","14460","8600000US62052","ZCTA5 62052"
"null","null","8600000US62053","ZCTA5 62053"
"null","null","8600000US62054","ZCTA5 62054"
"13103","17576","8600000US62056","ZCTA5 62056"
"-","**","8600000US62058","ZCTA5 62058"
"12422","3162","8600000US62059","ZCTA5 62059"
"16657","4691","8600000US62060","ZCTA5 62060"
"-","**","8600000US62061","ZCTA5 62061"
"33338","8574","8600000US62062","ZCTA5 62062"
"-","**","8600000US62063","ZCTA5 62063"
"-","**","8600000US62065","ZCTA5 62065"
"-","**","8600000US62067","ZCTA5 62067"
"13005","4709","8600000US62069","ZCTA5 62069"
"-","**","8600000US62070","ZCTA5 62070"
"null","null","8600000US62074","ZCTA5 62074"
"null","null","8600000US62075","ZCTA5 62075"
"-","**","8600000US62076","ZCTA5 62076"
"-","**","8600000US62077","ZCTA5 62077"
"-","**","8600000US62078","ZCTA5 62078"
"-","**","8600000US62079","ZCTA5 62079"
"-","**","8600000US62080","ZCTA5 62080"
"null","null","8600000US62081","ZCTA5 62081"
"842","1071","8600000US62082","ZCTA5 62082"
"-","**","8600000US62083","ZCTA5 62083"
"null","null","8600000US62084","ZCTA5 62084"
"-","**","8600000US62085","ZCTA5 62085"
"-","**","8600000US62086","ZCTA5 62086"
"7426","5287","8600000US62087","ZCTA5 62087"
"null","null","8600000US62088","ZCTA5 62088"
"-","**","8600000US62089","ZCTA5 62089"
"19489","3818","8600000US62090","ZCTA5 62090"
"-","**","8600000US62091","ZCTA5 62091"
"7646","2903","8600000US62092","ZCTA5 62092"
"null","null","8600000US62093","ZCTA5 62093"
"null","null","8600000US62094","ZCTA5 62094"
"15780","6307","8600000US62095","ZCTA5 62095"
"-","**","8600000US62097","ZCTA5 62097"
"-","**","8600000US62098","ZCTA5 62098"
"9441","2863","8600000US62201","ZCTA5 62201"
"21533","2630","8600000US62203","ZCTA5 62203"
"17214","5278","8600000US62204","ZCTA5 62204"
"19691","3066","8600000US62205","ZCTA5 62205"
"13877","2676","8600000US62206","ZCTA5 62206"
"14639","2131","8600000US62207","ZCTA5 62207"
"27556","4365","8600000US62208","ZCTA5 62208"
"-","**","8600000US62214","ZCTA5 62214"
"-","**","8600000US62215","ZCTA5 62215"
"null","null","8600000US62216","ZCTA5 62216"
"-","**","8600000US62217","ZCTA5 62217"
"-","**","8600000US62218","ZCTA5 62218"
"null","null","8600000US62219","ZCTA5 62219"
"15657","3864","8600000US62220","ZCTA5 62220"
"23931","3119","8600000US62221","ZCTA5 62221"
"28361","4997","8600000US62223","ZCTA5 62223"
"27476","6812","8600000US62225","ZCTA5 62225"
"24763","3916","8600000US62226","ZCTA5 62226"
"null","null","8600000US62230","ZCTA5 62230"
"null","null","8600000US62231","ZCTA5 62231"
"20058","7885","8600000US62232","ZCTA5 62232"
"55","102","8600000US62233","ZCTA5 62233"
"19010","4646","8600000US62234","ZCTA5 62234"
"null","null","8600000US62236","ZCTA5 62236"
"9609","7826","8600000US62237","ZCTA5 62237"
"null","null","8600000US62238","ZCTA5 62238"
"18167","4367","8600000US62239","ZCTA5 62239"
"18126","6173","8600000US62240","ZCTA5 62240"
"null","null","8600000US62241","ZCTA5 62241"
"-","**","8600000US62242","ZCTA5 62242"
"null","null","8600000US62243","ZCTA5 62243"
"-","**","8600000US62244","ZCTA5 62244"
"null","null","8600000US62245","ZCTA5 62245"
"14307","7620","8600000US62246","ZCTA5 62246"
"-","**","8600000US62248","ZCTA5 62248"
"4981","941","8600000US62249","ZCTA5 62249"
"-","**","8600000US62250","ZCTA5 62250"
"-","**","8600000US62253","ZCTA5 62253"
"14169","3988","8600000US62254","ZCTA5 62254"
"-","**","8600000US62255","ZCTA5 62255"
"-","**","8600000US62257","ZCTA5 62257"
"37335","14857","8600000US62258","ZCTA5 62258"
"null","null","8600000US62260","ZCTA5 62260"
"-","**","8600000US62261","ZCTA5 62261"
"35185","14188","8600000US62262","ZCTA5 62262"
"2462","2328","8600000US62263","ZCTA5 62263"
"null","null","8600000US62264","ZCTA5 62264"
"54566","39027","8600000US62265","ZCTA5 62265"
"-","**","8600000US62266","ZCTA5 62266"
"-","**","8600000US62268","ZCTA5 62268"
"52013","17279","8600000US62269","ZCTA5 62269"
"null","null","8600000US62271","ZCTA5 62271"
"null","null","8600000US62272","ZCTA5 62272"
"-","**","8600000US62273","ZCTA5 62273"
"null","null","8600000US62274","ZCTA5 62274"
"-","**","8600000US62275","ZCTA5 62275"
"-","**","8600000US62277","ZCTA5 62277"
"-","**","8600000US62278","ZCTA5 62278"
"-","**","8600000US62279","ZCTA5 62279"
"-","**","8600000US62280","ZCTA5 62280"
"-","**","8600000US62281","ZCTA5 62281"
"-","**","8600000US62282","ZCTA5 62282"
"-","**","8600000US62284","ZCTA5 62284"
"null","null","8600000US62285","ZCTA5 62285"
"25099","9080","8600000US62286","ZCTA5 62286"
"8203","4712","8600000US62288","ZCTA5 62288"
"-","**","8600000US62289","ZCTA5 62289"
"null","null","8600000US62292","ZCTA5 62292"
"22969","13413","8600000US62293","ZCTA5 62293"
"35810","26688","8600000US62294","ZCTA5 62294"
"null","null","8600000US62295","ZCTA5 62295"
"-","**","8600000US62297","ZCTA5 62297"
"75846","39727","8600000US62298","ZCTA5 62298"
"14634","2819","8600000US62301","ZCTA5 62301"
"24147","9246","8600000US62305","ZCTA5 62305"
"-","**","8600000US62311","ZCTA5 62311"
"null","null","8600000US62312","ZCTA5 62312"
"null","null","8600000US62313","ZCTA5 62313"
"-","**","8600000US62314","ZCTA5 62314"
"null","null","8600000US62316","ZCTA5 62316"
"-","**","8600000US62319","ZCTA5 62319"
"-","**","8600000US62320","ZCTA5 62320"
"8433","18215","8600000US62321","ZCTA5 62321"
"-","**","8600000US62323","ZCTA5 62323"
"-","**","8600000US62324","ZCTA5 62324"
"-","**","8600000US62325","ZCTA5 62325"
"-","**","8600000US62326","ZCTA5 62326"
"-","**","8600000US62330","ZCTA5 62330"
"null","null","8600000US62334","ZCTA5 62334"
"-","**","8600000US62336","ZCTA5 62336"
"-","**","8600000US62338","ZCTA5 62338"
"-","**","8600000US62339","ZCTA5 62339"
"-","**","8600000US62340","ZCTA5 62340"
"null","null","8600000US62341","ZCTA5 62341"
"-","**","8600000US62343","ZCTA5 62343"
"-","**","8600000US62344","ZCTA5 62344"
"-","**","8600000US62345","ZCTA5 62345"
"-","**","8600000US62346","ZCTA5 62346"
"null","null","8600000US62347","ZCTA5 62347"
"-","**","8600000US62348","ZCTA5 62348"
"-","**","8600000US62349","ZCTA5 62349"
"null","null","8600000US62351","ZCTA5 62351"
"-","**","8600000US62352","ZCTA5 62352"
"2361","1066","8600000US62353","ZCTA5 62353"
"null","null","8600000US62354","ZCTA5 62354"
"-","**","8600000US62355","ZCTA5 62355"
"-","**","8600000US62356","ZCTA5 62356"
"-","**","8600000US62357","ZCTA5 62357"
"-","**","8600000US62358","ZCTA5 62358"
"-","**","8600000US62359","ZCTA5 62359"
"-","**","8600000US62360","ZCTA5 62360"
"-","**","8600000US62361","ZCTA5 62361"
"null","null","8600000US62362","ZCTA5 62362"
"3472","3578","8600000US62363","ZCTA5 62363"
"-","**","8600000US62365","ZCTA5 62365"
"-","**","8600000US62366","ZCTA5 62366"
"null","null","8600000US62367","ZCTA5 62367"
"-","**","8600000US62370","ZCTA5 62370"
"-","**","8600000US62373","ZCTA5 62373"
"-","**","8600000US62374","ZCTA5 62374"
"-","**","8600000US62375","ZCTA5 62375"
"-","**","8600000US62376","ZCTA5 62376"
"-","**","8600000US62378","ZCTA5 62378"
"-","**","8600000US62379","ZCTA5 62379"
"-","**","8600000US62380","ZCTA5 62380"
"28002","15167","8600000US62401","ZCTA5 62401"
"-","**","8600000US62410","ZCTA5 62410"
"-","**","8600000US62411","ZCTA5 62411"
"-","**","8600000US62413","ZCTA5 62413"
"null","null","8600000US62414","ZCTA5 62414"
"36968","16977","8600000US62417","ZCTA5 62417"
"-","**","8600000US62418","ZCTA5 62418"
"-","**","8600000US62419","ZCTA5 62419"
"null","null","8600000US62420","ZCTA5 62420"
"-","**","8600000US62421","ZCTA5 62421"
"null","null","8600000US62422","ZCTA5 62422"
"-","**","8600000US62423","ZCTA5 62423"
"-","**","8600000US62424","ZCTA5 62424"
"-","**","8600000US62425","ZCTA5 62425"
"-","**","8600000US62426","ZCTA5 62426"
"-","**","8600000US62427","ZCTA5 62427"
"null","null","8600000US62428","ZCTA5 62428"
"-","**","8600000US62431","ZCTA5 62431"
"-","**","8600000US62432","ZCTA5 62432"
"-","**","8600000US62433","ZCTA5 62433"
"-","**","8600000US62434","ZCTA5 62434"
"-","**","8600000US62436","ZCTA5 62436"
"-","**","8600000US62438","ZCTA5 62438"
"3254","7192","8600000US62439","ZCTA5 62439"
"null","null","8600000US62440","ZCTA5 62440"
"null","null","8600000US62441","ZCTA5 62441"
"-","**","8600000US62442","ZCTA5 62442"
"null","null","8600000US62443","ZCTA5 62443"
"-","**","8600000US62444","ZCTA5 62444"
"-","**","8600000US62445","ZCTA5 62445"
"null","null","8600000US62446","ZCTA5 62446"
"-","**","8600000US62447","ZCTA5 62447"
"null","null","8600000US62448","ZCTA5 62448"
"9247","6830","8600000US62449","ZCTA5 62449"
"null","null","8600000US62450","ZCTA5 62450"
"-","**","8600000US62451","ZCTA5 62451"
"-","**","8600000US62452","ZCTA5 62452"
"2181","4866","8600000US62454","ZCTA5 62454"
"null","null","8600000US62458","ZCTA5 62458"
"null","null","8600000US62459","ZCTA5 62459"
"-","**","8600000US62460","ZCTA5 62460"
"-","**","8600000US62461","ZCTA5 62461"
"-","**","8600000US62462","ZCTA5 62462"
"-","**","8600000US62463","ZCTA5 62463"
"-","**","8600000US62465","ZCTA5 62465"
"2279","2937","8600000US62466","ZCTA5 62466"
"null","null","8600000US62467","ZCTA5 62467"
"null","null","8600000US62468","ZCTA5 62468"
"-","**","8600000US62469","ZCTA5 62469"
"2174","1050","8600000US62471","ZCTA5 62471"
"null","null","8600000US62473","ZCTA5 62473"
"-","**","8600000US62474","ZCTA5 62474"
"null","null","8600000US62475","ZCTA5 62475"
"null","null","8600000US62476","ZCTA5 62476"
"null","null","8600000US62477","ZCTA5 62477"
"null","null","8600000US62478","ZCTA5 62478"
"null","null","8600000US62479","ZCTA5 62479"
"-","**","8600000US62480","ZCTA5 62480"
"null","null","8600000US62481","ZCTA5 62481"
"null","null","8600000US62501","ZCTA5 62501"
"null","null","8600000US62510","ZCTA5 62510"
"null","null","8600000US62512","ZCTA5 62512"
"null","null","8600000US62513","ZCTA5 62513"
"-","**","8600000US62514","ZCTA5 62514"
"-","**","8600000US62515","ZCTA5 62515"
"-","**","8600000US62517","ZCTA5 62517"
"-","**","8600000US62518","ZCTA5 62518"
"-","**","8600000US62519","ZCTA5 62519"
"null","null","8600000US62520","ZCTA5 62520"
"17008","2918","8600000US62521","ZCTA5 62521"
"20520","4160","8600000US62522","ZCTA5 62522"
"5088","1512","8600000US62523","ZCTA5 62523"
"19027","2779","8600000US62526","ZCTA5 62526"
"-","**","8600000US62530","ZCTA5 62530"
"11450","5540","8600000US62531","ZCTA5 62531"
"-","**","8600000US62532","ZCTA5 62532"
"null","null","8600000US62533","ZCTA5 62533"
"-","**","8600000US62534","ZCTA5 62534"
"null","null","8600000US62535","ZCTA5 62535"
"-","**","8600000US62536","ZCTA5 62536"
"-","**","8600000US62537","ZCTA5 62537"
"-","**","8600000US62538","ZCTA5 62538"
"null","null","8600000US62539","ZCTA5 62539"
"-","**","8600000US62540","ZCTA5 62540"
"-","**","8600000US62541","ZCTA5 62541"
"-","**","8600000US62543","ZCTA5 62543"
"null","null","8600000US62544","ZCTA5 62544"
"null","null","8600000US62545","ZCTA5 62545"
"-","**","8600000US62546","ZCTA5 62546"
"-","**","8600000US62547","ZCTA5 62547"
"-","**","8600000US62548","ZCTA5 62548"
"37755","10219","8600000US62549","ZCTA5 62549"
"null","null","8600000US62550","ZCTA5 62550"
"-","**","8600000US62551","ZCTA5 62551"
"-","**","8600000US62553","ZCTA5 62553"
"null","null","8600000US62554","ZCTA5 62554"
"-","**","8600000US62555","ZCTA5 62555"
"-","**","8600000US62556","ZCTA5 62556"
"null","null","8600000US62557","ZCTA5 62557"
"-","**","8600000US62558","ZCTA5 62558"
"-","**","8600000US62560","ZCTA5 62560"
"null","null","8600000US62561","ZCTA5 62561"
"30417","3107","8600000US62563","ZCTA5 62563"
