"B19301B_001E","B19301B_001M","GEO_ID","NAME"
"Estimate!!Per capita income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Per capita income in the past 12 months (in 2020 inflation-adjusted dollars)","id","Geographic Area Name"
"-","**","1400000US17031301803","Census Tract 3018.03, Cook County, Illinois"
"113571","2539","1400000US17031310200","Census Tract 3102, Cook County, Illinois"
"42313","41172","1400000US17031310300","Census Tract 3103, Cook County, Illinois"
"null","null","1400000US17031310400","Census Tract 3104, Cook County, Illinois"
"-","**","1400000US17031310500","Census Tract 3105, Cook County, Illinois"
"29019","16866","1400000US17031310600","Census Tract 3106, Cook County, Illinois"
"34681","39701","1400000US17031310700","Census Tract 3107, Cook County, Illinois"
"6028","6846","1400000US17031310800","Census Tract 3108, Cook County, Illinois"
"58587","28399","1400000US17031310900","Census Tract 3109, Cook County, Illinois"
"104327","20177","1400000US17031320101","Census Tract 3201.01, Cook County, Illinois"
"null","null","1400000US17031320102","Census Tract 3201.02, Cook County, Illinois"
"18617","10422","1400000US17031320400","Census Tract 3204, Cook County, Illinois"
"87919","24220","1400000US17031320600","Census Tract 3206, Cook County, Illinois"
"91182","36390","1400000US17031330101","Census Tract 3301.01, Cook County, Illinois"
"49822","18870","1400000US17031330102","Census Tract 3301.02, Cook County, Illinois"
"71173","23127","1400000US17031330103","Census Tract 3301.03, Cook County, Illinois"
"38240","13265","1400000US17031330200","Census Tract 3302, Cook County, Illinois"
"-","**","1400000US17031340300","Census Tract 3403, Cook County, Illinois"
"41968","12195","1400000US17031340400","Census Tract 3404, Cook County, Illinois"
"6851","5163","1400000US17031340500","Census Tract 3405, Cook County, Illinois"
"8009","2767","1400000US17031340600","Census Tract 3406, Cook County, Illinois"
"42858","7190","1400000US17031350100","Census Tract 3501, Cook County, Illinois"
"10211","2855","1400000US17031350400","Census Tract 3504, Cook County, Illinois"
"43465","7287","1400000US17031351000","Census Tract 3510, Cook County, Illinois"
"11287","2200","1400000US17031351100","Census Tract 3511, Cook County, Illinois"
"18976","9766","1400000US17031351400","Census Tract 3514, Cook County, Illinois"
"18482","9750","1400000US17031351500","Census Tract 3515, Cook County, Illinois"
"15778","5330","1400000US17031360200","Census Tract 3602, Cook County, Illinois"
"32001","6857","1400000US17031380100","Census Tract 3801, Cook County, Illinois"
"42847","25013","1400000US17031380200","Census Tract 3802, Cook County, Illinois"
"26256","5866","1400000US17031380600","Census Tract 3806, Cook County, Illinois"
"29196","4554","1400000US17031381200","Census Tract 3812, Cook County, Illinois"
"25040","4952","1400000US17031381400","Census Tract 3814, Cook County, Illinois"
"26311","11173","1400000US17031381500","Census Tract 3815, Cook County, Illinois"
"-","**","1400000US17031381700","Census Tract 3817, Cook County, Illinois"
"34844","5833","1400000US17031381800","Census Tract 3818, Cook County, Illinois"
"28358","6580","1400000US17031381900","Census Tract 3819, Cook County, Illinois"
"37419","9791","1400000US17031390100","Census Tract 3901, Cook County, Illinois"
"49519","10495","1400000US17031390200","Census Tract 3902, Cook County, Illinois"
"20452","6113","1400000US17031390300","Census Tract 3903, Cook County, Illinois"
"32823","11985","1400000US17031390400","Census Tract 3904, Cook County, Illinois"
"37519","9484","1400000US17031390500","Census Tract 3905, Cook County, Illinois"
"56418","27071","1400000US17031390600","Census Tract 3906, Cook County, Illinois"
"55528","10123","1400000US17031390700","Census Tract 3907, Cook County, Illinois"
"22703","5736","1400000US17031400300","Census Tract 4003, Cook County, Illinois"
"18302","5170","1400000US17031400400","Census Tract 4004, Cook County, Illinois"
"14790","3166","1400000US17031400500","Census Tract 4005, Cook County, Illinois"
"11400","3294","1400000US17031400800","Census Tract 4008, Cook County, Illinois"
"52235","13100","1400000US17031410100","Census Tract 4101, Cook County, Illinois"
"49304","24868","1400000US17031410200","Census Tract 4102, Cook County, Illinois"
"38985","11234","1400000US17031410500","Census Tract 4105, Cook County, Illinois"
"34270","11121","1400000US17031410600","Census Tract 4106, Cook County, Illinois"
"20425","10575","1400000US17031410700","Census Tract 4107, Cook County, Illinois"
"27288","6002","1400000US17031410800","Census Tract 4108, Cook County, Illinois"
"47743","13705","1400000US17031410900","Census Tract 4109, Cook County, Illinois"
"103342","104726","1400000US17031411000","Census Tract 4110, Cook County, Illinois"
"50914","29226","1400000US17031411100","Census Tract 4111, Cook County, Illinois"
"11458","8406","1400000US17031411200","Census Tract 4112, Cook County, Illinois"
"18581","3439","1400000US17031420100","Census Tract 4201, Cook County, Illinois"
"17986","4751","1400000US17031420200","Census Tract 4202, Cook County, Illinois"
"21683","4041","1400000US17031420300","Census Tract 4203, Cook County, Illinois"
"25531","18294","1400000US17031420400","Census Tract 4204, Cook County, Illinois"
"19423","4627","1400000US17031420500","Census Tract 4205, Cook County, Illinois"
"19745","5982","1400000US17031420600","Census Tract 4206, Cook County, Illinois"
"16492","4330","1400000US17031420700","Census Tract 4207, Cook County, Illinois"
"20636","4220","1400000US17031420800","Census Tract 4208, Cook County, Illinois"
"15179","4362","1400000US17031421200","Census Tract 4212, Cook County, Illinois"
"33871","15190","1400000US17031430101","Census Tract 4301.01, Cook County, Illinois"
"32071","5203","1400000US17031430102","Census Tract 4301.02, Cook County, Illinois"
"32939","12838","1400000US17031430200","Census Tract 4302, Cook County, Illinois"
"25858","19038","1400000US17031430300","Census Tract 4303, Cook County, Illinois"
"18152","3234","1400000US17031430400","Census Tract 4304, Cook County, Illinois"
"20324","5698","1400000US17031430500","Census Tract 4305, Cook County, Illinois"
"32113","9267","1400000US17031430600","Census Tract 4306, Cook County, Illinois"
"30357","14299","1400000US17031430700","Census Tract 4307, Cook County, Illinois"
"25058","6461","1400000US17031430800","Census Tract 4308, Cook County, Illinois"
"26155","4237","1400000US17031430900","Census Tract 4309, Cook County, Illinois"
"34314","5906","1400000US17031431200","Census Tract 4312, Cook County, Illinois"
"15452","2965","1400000US17031431301","Census Tract 4313.01, Cook County, Illinois"
"17807","4278","1400000US17031431302","Census Tract 4313.02, Cook County, Illinois"
"20457","3317","1400000US17031431400","Census Tract 4314, Cook County, Illinois"
"15431","3249","1400000US17031440101","Census Tract 4401.01, Cook County, Illinois"
"26086","4170","1400000US17031440102","Census Tract 4401.02, Cook County, Illinois"
"26753","11308","1400000US17031440201","Census Tract 4402.01, Cook County, Illinois"
"25442","4235","1400000US17031440202","Census Tract 4402.02, Cook County, Illinois"
"33573","5870","1400000US17031440300","Census Tract 4403, Cook County, Illinois"
"31986","5960","1400000US17031440600","Census Tract 4406, Cook County, Illinois"
"28019","5254","1400000US17031440700","Census Tract 4407, Cook County, Illinois"
"15525","3591","1400000US17031440800","Census Tract 4408, Cook County, Illinois"
"26405","5813","1400000US17031440900","Census Tract 4409, Cook County, Illinois"
"27954","4147","1400000US17031450300","Census Tract 4503, Cook County, Illinois"
"17956","6113","1400000US17031460100","Census Tract 4601, Cook County, Illinois"
"17381","6124","1400000US17031460200","Census Tract 4602, Cook County, Illinois"
"17260","4320","1400000US17031460301","Census Tract 4603.01, Cook County, Illinois"
"17404","3669","1400000US17031460302","Census Tract 4603.02, Cook County, Illinois"
"21170","3387","1400000US17031460400","Census Tract 4604, Cook County, Illinois"
"31371","4029","1400000US17031460500","Census Tract 4605, Cook County, Illinois"
"9077","2490","1400000US17031460800","Census Tract 4608, Cook County, Illinois"
"16855","3637","1400000US17031461000","Census Tract 4610, Cook County, Illinois"
"25838","6295","1400000US17031470100","Census Tract 4701, Cook County, Illinois"
"34805","7722","1400000US17031480100","Census Tract 4801, Cook County, Illinois"
"35285","10159","1400000US17031480200","Census Tract 4802, Cook County, Illinois"
"33792","8893","1400000US17031480300","Census Tract 4803, Cook County, Illinois"
"40758","7420","1400000US17031480400","Census Tract 4804, Cook County, Illinois"
"29196","8229","1400000US17031480500","Census Tract 4805, Cook County, Illinois"
"31237","4229","1400000US17031490200","Census Tract 4902, Cook County, Illinois"
"28457","4667","1400000US17031490500","Census Tract 4905, Cook County, Illinois"
"22703","5000","1400000US17031490600","Census Tract 4906, Cook County, Illinois"
"21338","3880","1400000US17031490700","Census Tract 4907, Cook County, Illinois"
"19151","5138","1400000US17031490800","Census Tract 4908, Cook County, Illinois"
"19930","4684","1400000US17031490901","Census Tract 4909.01, Cook County, Illinois"
"23417","3374","1400000US17031490902","Census Tract 4909.02, Cook County, Illinois"
"11033","1947","1400000US17031491000","Census Tract 4910, Cook County, Illinois"
"21580","3649","1400000US17031491100","Census Tract 4911, Cook County, Illinois"
"23859","5422","1400000US17031491200","Census Tract 4912, Cook County, Illinois"
"17550","4102","1400000US17031491300","Census Tract 4913, Cook County, Illinois"
"15731","4242","1400000US17031491400","Census Tract 4914, Cook County, Illinois"
"34742","7435","1400000US17031500100","Census Tract 5001, Cook County, Illinois"
"15351","3104","1400000US17031500200","Census Tract 5002, Cook County, Illinois"
"29113","5797","1400000US17031500300","Census Tract 5003, Cook County, Illinois"
"24447","3661","1400000US17031510100","Census Tract 5101, Cook County, Illinois"
"21050","4717","1400000US17031510200","Census Tract 5102, Cook County, Illinois"
"20860","6992","1400000US17031510300","Census Tract 5103, Cook County, Illinois"
"15464","531","1400000US17031520100","Census Tract 5201, Cook County, Illinois"
"8404","2707","1400000US17031520200","Census Tract 5202, Cook County, Illinois"
"null","null","1400000US17031520300","Census Tract 5203, Cook County, Illinois"
"null","null","1400000US17031520400","Census Tract 5204, Cook County, Illinois"
"60763","25969","1400000US17031520500","Census Tract 5205, Cook County, Illinois"
"null","null","1400000US17031520600","Census Tract 5206, Cook County, Illinois"
"15037","4544","1400000US17031530100","Census Tract 5301, Cook County, Illinois"
"20117","3564","1400000US17031530200","Census Tract 5302, Cook County, Illinois"
"22021","5232","1400000US17031530300","Census Tract 5303, Cook County, Illinois"
"27854","3872","1400000US17031530400","Census Tract 5304, Cook County, Illinois"
"24580","9426","1400000US17031530501","Census Tract 5305.01, Cook County, Illinois"
"24946","3318","1400000US17031530502","Census Tract 5305.02, Cook County, Illinois"
"22851","3958","1400000US17031530503","Census Tract 5305.03, Cook County, Illinois"
"23944","3855","1400000US17031530600","Census Tract 5306, Cook County, Illinois"
"13827","6256","1400000US17031540101","Census Tract 5401.01, Cook County, Illinois"
"10700","2428","1400000US17031540102","Census Tract 5401.02, Cook County, Illinois"
"16187","2127","1400000US17031550100","Census Tract 5501, Cook County, Illinois"
"6084","3151","1400000US17031550200","Census Tract 5502, Cook County, Illinois"
"12941","5974","1400000US17031560100","Census Tract 5601, Cook County, Illinois"
"22494","5698","1400000US17031560200","Census Tract 5602, Cook County, Illinois"
"55916","28563","1400000US17031560300","Census Tract 5603, Cook County, Illinois"
"null","null","1400000US17031560400","Census Tract 5604, Cook County, Illinois"
"null","null","1400000US17031560700","Census Tract 5607, Cook County, Illinois"
"13301","691","1400000US17031560800","Census Tract 5608, Cook County, Illinois"
"null","null","1400000US17031560900","Census Tract 5609, Cook County, Illinois"
"-","**","1400000US17031561000","Census Tract 5610, Cook County, Illinois"
"null","null","1400000US17031561100","Census Tract 5611, Cook County, Illinois"
"null","null","1400000US17031570100","Census Tract 5701, Cook County, Illinois"
"-","**","1400000US17031570200","Census Tract 5702, Cook County, Illinois"
"33593","26827","1400000US17031570300","Census Tract 5703, Cook County, Illinois"
"null","null","1400000US17031570400","Census Tract 5704, Cook County, Illinois"
"-","**","1400000US17031570500","Census Tract 5705, Cook County, Illinois"
"15539","8465","1400000US17031580100","Census Tract 5801, Cook County, Illinois"
"null","null","1400000US17031580200","Census Tract 5802, Cook County, Illinois"
"null","null","1400000US17031580300","Census Tract 5803, Cook County, Illinois"
"56633","4531","1400000US17031580400","Census Tract 5804, Cook County, Illinois"
"null","null","1400000US17031580501","Census Tract 5805.01, Cook County, Illinois"
"null","null","1400000US17031580502","Census Tract 5805.02, Cook County, Illinois"
"null","null","1400000US17031580600","Census Tract 5806, Cook County, Illinois"
"null","null","1400000US17031580700","Census Tract 5807, Cook County, Illinois"
"-","**","1400000US17031580800","Census Tract 5808, Cook County, Illinois"
"28902","11054","1400000US17031590500","Census Tract 5905, Cook County, Illinois"
"null","null","1400000US17031590600","Census Tract 5906, Cook County, Illinois"
"35718","19558","1400000US17031590700","Census Tract 5907, Cook County, Illinois"
"33520","7292","1400000US17031600400","Census Tract 6004, Cook County, Illinois"
"-","**","1400000US17031600600","Census Tract 6006, Cook County, Illinois"
"-","**","1400000US17031600700","Census Tract 6007, Cook County, Illinois"
"13321","9714","1400000US17031600900","Census Tract 6009, Cook County, Illinois"
"39897","29415","1400000US17031610300","Census Tract 6103, Cook County, Illinois"
"15849","2982","1400000US17031610400","Census Tract 6104, Cook County, Illinois"
"-","**","1400000US17031610800","Census Tract 6108, Cook County, Illinois"
"11222","3553","1400000US17031611200","Census Tract 6112, Cook County, Illinois"
"16839","7194","1400000US17031611300","Census Tract 6113, Cook County, Illinois"
"null","null","1400000US17031611400","Census Tract 6114, Cook County, Illinois"
"27441","28652","1400000US17031611500","Census Tract 6115, Cook County, Illinois"
"19185","6198","1400000US17031611600","Census Tract 6116, Cook County, Illinois"
"9966","3788","1400000US17031611700","Census Tract 6117, Cook County, Illinois"
"20721","8333","1400000US17031611800","Census Tract 6118, Cook County, Illinois"
"15646","4012","1400000US17031611900","Census Tract 6119, Cook County, Illinois"
"18252","3666","1400000US17031612000","Census Tract 6120, Cook County, Illinois"
"15025","4431","1400000US17031612100","Census Tract 6121, Cook County, Illinois"
"15535","8599","1400000US17031612200","Census Tract 6122, Cook County, Illinois"
"-","**","1400000US17031620100","Census Tract 6201, Cook County, Illinois"
"-","**","1400000US17031620200","Census Tract 6202, Cook County, Illinois"
"32838","12247","1400000US17031620300","Census Tract 6203, Cook County, Illinois"
"28564","3970","1400000US17031620400","Census Tract 6204, Cook County, Illinois"
"12812","408","1400000US17031630300","Census Tract 6303, Cook County, Illinois"
"12701","9893","1400000US17031630400","Census Tract 6304, Cook County, Illinois"
"null","null","1400000US17031630500","Census Tract 6305, Cook County, Illinois"
"18354","7748","1400000US17031630600","Census Tract 6306, Cook County, Illinois"
"10652","6415","1400000US17031630800","Census Tract 6308, Cook County, Illinois"
"20193","4121","1400000US17031630900","Census Tract 6309, Cook County, Illinois"
"27574","21331","1400000US17031640100","Census Tract 6401, Cook County, Illinois"
"null","null","1400000US17031640300","Census Tract 6403, Cook County, Illinois"
"20386","16171","1400000US17031640400","Census Tract 6404, Cook County, Illinois"
"null","null","1400000US17031640500","Census Tract 6405, Cook County, Illinois"
"38327","11190","1400000US17031640600","Census Tract 6406, Cook County, Illinois"
"null","null","1400000US17031640700","Census Tract 6407, Cook County, Illinois"
"23832","10928","1400000US17031640800","Census Tract 6408, Cook County, Illinois"
"40562","10269","1400000US17031650100","Census Tract 6501, Cook County, Illinois"
"null","null","1400000US17031650200","Census Tract 6502, Cook County, Illinois"
"34824","20048","1400000US17031650301","Census Tract 6503.01, Cook County, Illinois"
"-","**","1400000US17031650302","Census Tract 6503.02, Cook County, Illinois"
"26526","15336","1400000US17031650400","Census Tract 6504, Cook County, Illinois"
"61006","41359","1400000US17031650500","Census Tract 6505, Cook County, Illinois"
"7281","3508","1400000US17031660301","Census Tract 6603.01, Cook County, Illinois"
"15160","6007","1400000US17031660302","Census Tract 6603.02, Cook County, Illinois"
"16506","5814","1400000US17031660400","Census Tract 6604, Cook County, Illinois"
"22066","4757","1400000US17031660500","Census Tract 6605, Cook County, Illinois"
"19907","5518","1400000US17031660600","Census Tract 6606, Cook County, Illinois"
"15473","3066","1400000US17031660700","Census Tract 6607, Cook County, Illinois"
"16644","4527","1400000US17031660800","Census Tract 6608, Cook County, Illinois"
"16680","4133","1400000US17031660900","Census Tract 6609, Cook County, Illinois"
"18792","3219","1400000US17031661000","Census Tract 6610, Cook County, Illinois"
"23908","4278","1400000US17031661100","Census Tract 6611, Cook County, Illinois"
"12680","5432","1400000US17031670100","Census Tract 6701, Cook County, Illinois"
"35643","27582","1400000US17031670200","Census Tract 6702, Cook County, Illinois"
"15775","2836","1400000US17031670300","Census Tract 6703, Cook County, Illinois"
"15691","2718","1400000US17031670400","Census Tract 6704, Cook County, Illinois"
"17537","2619","1400000US17031670500","Census Tract 6705, Cook County, Illinois"
"20347","8683","1400000US17031670600","Census Tract 6706, Cook County, Illinois"
"13489","3706","1400000US17031670700","Census Tract 6707, Cook County, Illinois"
"19312","3643","1400000US17031670800","Census Tract 6708, Cook County, Illinois"
"17677","5099","1400000US17031670900","Census Tract 6709, Cook County, Illinois"
"13284","3630","1400000US17031671100","Census Tract 6711, Cook County, Illinois"
"15017","4559","1400000US17031671200","Census Tract 6712, Cook County, Illinois"
"15107","2951","1400000US17031671300","Census Tract 6713, Cook County, Illinois"
"22103","11425","1400000US17031671400","Census Tract 6714, Cook County, Illinois"
"21938","4930","1400000US17031671500","Census Tract 6715, Cook County, Illinois"
"16427","2922","1400000US17031671600","Census Tract 6716, Cook County, Illinois"
"26990","11723","1400000US17031671800","Census Tract 6718, Cook County, Illinois"
"19249","5284","1400000US17031671900","Census Tract 6719, Cook County, Illinois"
"16292","3158","1400000US17031672000","Census Tract 6720, Cook County, Illinois"
"17272","5713","1400000US17031680500","Census Tract 6805, Cook County, Illinois"
"13216","4400","1400000US17031680600","Census Tract 6806, Cook County, Illinois"
"12713","2477","1400000US17031680900","Census Tract 6809, Cook County, Illinois"
"16632","6363","1400000US17031681000","Census Tract 6810, Cook County, Illinois"
"11462","4959","1400000US17031681100","Census Tract 6811, Cook County, Illinois"
"10966","2839","1400000US17031681200","Census Tract 6812, Cook County, Illinois"
"8788","1894","1400000US17031681300","Census Tract 6813, Cook County, Illinois"
"19702","6289","1400000US17031681400","Census Tract 6814, Cook County, Illinois"
"16915","4566","1400000US17031690300","Census Tract 6903, Cook County, Illinois"
"21651","5868","1400000US17031690400","Census Tract 6904, Cook County, Illinois"
"20532","4647","1400000US17031690500","Census Tract 6905, Cook County, Illinois"
"21600","3450","1400000US17031690900","Census Tract 6909, Cook County, Illinois"
"31671","5606","1400000US17031691000","Census Tract 6910, Cook County, Illinois"
"12680","2509","1400000US17031691100","Census Tract 6911, Cook County, Illinois"
"19067","7112","1400000US17031691200","Census Tract 6912, Cook County, Illinois"
"31260","7828","1400000US17031691300","Census Tract 6913, Cook County, Illinois"
"20353","4455","1400000US17031691400","Census Tract 6914, Cook County, Illinois"
"12594","2516","1400000US17031691500","Census Tract 6915, Cook County, Illinois"
"28148","4222","1400000US17031700100","Census Tract 7001, Cook County, Illinois"
"23965","10619","1400000US17031700200","Census Tract 7002, Cook County, Illinois"
"37826","20990","1400000US17031700301","Census Tract 7003.01, Cook County, Illinois"
"39061","9634","1400000US17031700302","Census Tract 7003.02, Cook County, Illinois"
"30999","6102","1400000US17031700401","Census Tract 7004.01, Cook County, Illinois"
"29834","7891","1400000US17031700402","Census Tract 7004.02, Cook County, Illinois"
"30073","3847","1400000US17031700501","Census Tract 7005.01, Cook County, Illinois"
"30191","4650","1400000US17031700502","Census Tract 7005.02, Cook County, Illinois"
"18102","5250","1400000US17031710100","Census Tract 7101, Cook County, Illinois"
"19250","3110","1400000US17031710200","Census Tract 7102, Cook County, Illinois"
"18388","3426","1400000US17031710300","Census Tract 7103, Cook County, Illinois"
"20969","5302","1400000US17031710400","Census Tract 7104, Cook County, Illinois"
"18894","3486","1400000US17031710500","Census Tract 7105, Cook County, Illinois"
"26104","6910","1400000US17031710600","Census Tract 7106, Cook County, Illinois"
"19869","4552","1400000US17031710700","Census Tract 7107, Cook County, Illinois"
"14652","3489","1400000US17031710800","Census Tract 7108, Cook County, Illinois"
"15499","4405","1400000US17031710900","Census Tract 7109, Cook County, Illinois"
"19242","3267","1400000US17031711000","Census Tract 7110, Cook County, Illinois"
"29601","6272","1400000US17031711100","Census Tract 7111, Cook County, Illinois"
"29709","6402","1400000US17031711200","Census Tract 7112, Cook County, Illinois"
"23694","2803","1400000US17031711300","Census Tract 7113, Cook County, Illinois"
"18849","3819","1400000US17031711400","Census Tract 7114, Cook County, Illinois"
"20132","3254","1400000US17031711500","Census Tract 7115, Cook County, Illinois"
"54197","9984","1400000US17031720100","Census Tract 7201, Cook County, Illinois"
"57300","19771","1400000US17031720200","Census Tract 7202, Cook County, Illinois"
"59861","21192","1400000US17031720300","Census Tract 7203, Cook County, Illinois"
"25239","5741","1400000US17031720400","Census Tract 7204, Cook County, Illinois"
"56915","20189","1400000US17031720500","Census Tract 7205, Cook County, Illinois"
"30638","9251","1400000US17031720600","Census Tract 7206, Cook County, Illinois"
"34565","6889","1400000US17031720700","Census Tract 7207, Cook County, Illinois"
"21630","3029","1400000US17031730100","Census Tract 7301, Cook County, Illinois"
"22629","3343","1400000US17031730201","Census Tract 7302.01, Cook County, Illinois"
"26915","4402","1400000US17031730202","Census Tract 7302.02, Cook County, Illinois"
"20682","4855","1400000US17031730300","Census Tract 7303, Cook County, Illinois"
"31674","4511","1400000US17031730400","Census Tract 7304, Cook County, Illinois"
"27379","7885","1400000US17031730500","Census Tract 7305, Cook County, Illinois"
"19006","4187","1400000US17031730600","Census Tract 7306, Cook County, Illinois"
"21231","3733","1400000US17031730700","Census Tract 7307, Cook County, Illinois"
"14676","840","1400000US17031740100","Census Tract 7401, Cook County, Illinois"
"7238","6597","1400000US17031740200","Census Tract 7402, Cook County, Illinois"
"null","null","1400000US17031740300","Census Tract 7403, Cook County, Illinois"
"46600","6827","1400000US17031740400","Census Tract 7404, Cook County, Illinois"
"27063","4464","1400000US17031750100","Census Tract 7501, Cook County, Illinois"
"47430","9154","1400000US17031750200","Census Tract 7502, Cook County, Illinois"
"28994","9630","1400000US17031750300","Census Tract 7503, Cook County, Illinois"
"42944","4424","1400000US17031750400","Census Tract 7504, Cook County, Illinois"
"23422","3832","1400000US17031750500","Census Tract 7505, Cook County, Illinois"
"20005","2769","1400000US17031750600","Census Tract 7506, Cook County, Illinois"
"43565","22567","1400000US17031760801","Census Tract 7608.01, Cook County, Illinois"
"-","**","1400000US17031760802","Census Tract 7608.02, Cook County, Illinois"
"23635","7570","1400000US17031760803","Census Tract 7608.03, Cook County, Illinois"
"46128","19846","1400000US17031770201","Census Tract 7702.01, Cook County, Illinois"
"null","null","1400000US17031770202","Census Tract 7702.02, Cook County, Illinois"
"32110","12651","1400000US17031770300","Census Tract 7703, Cook County, Illinois"
"33224","23457","1400000US17031770400","Census Tract 7704, Cook County, Illinois"
"-","**","1400000US17031770500","Census Tract 7705, Cook County, Illinois"
"9694","10251","1400000US17031770601","Census Tract 7706.01, Cook County, Illinois"
"27466","4638","1400000US17031770602","Census Tract 7706.02, Cook County, Illinois"
"null","null","1400000US17031770700","Census Tract 7707, Cook County, Illinois"
"39841","36162","1400000US17031770800","Census Tract 7708, Cook County, Illinois"
"21882","4643","1400000US17031770901","Census Tract 7709.01, Cook County, Illinois"
"null","null","1400000US17031770902","Census Tract 7709.02, Cook County, Illinois"
"-","**","1400000US17031800100","Census Tract 8001, Cook County, Illinois"
"118331","84616","1400000US17031800200","Census Tract 8002, Cook County, Illinois"
"-","**","1400000US17031800300","Census Tract 8003, Cook County, Illinois"
"-","**","1400000US17031800400","Census Tract 8004, Cook County, Illinois"
"-","**","1400000US17031800500","Census Tract 8005, Cook County, Illinois"
"-","**","1400000US17031800600","Census Tract 8006, Cook County, Illinois"
"9971","13657","1400000US17031800700","Census Tract 8007, Cook County, Illinois"
"null","null","1400000US17031800800","Census Tract 8008, Cook County, Illinois"
"13691","7885","1400000US17031800900","Census Tract 8009, Cook County, Illinois"
"null","null","1400000US17031801000","Census Tract 8010, Cook County, Illinois"
"-","**","1400000US17031801100","Census Tract 8011, Cook County, Illinois"
"null","null","1400000US17031801200","Census Tract 8012, Cook County, Illinois"
"8494","5970","1400000US17031801300","Census Tract 8013, Cook County, Illinois"
"null","null","1400000US17031801400","Census Tract 8014, Cook County, Illinois"
"30363","12571","1400000US17031801500","Census Tract 8015, Cook County, Illinois"
"1265","1580","1400000US17031801601","Census Tract 8016.01, Cook County, Illinois"
"14816","9062","1400000US17031801603","Census Tract 8016.03, Cook County, Illinois"
"null","null","1400000US17031801605","Census Tract 8016.05, Cook County, Illinois"
"null","null","1400000US17031801606","Census Tract 8016.06, Cook County, Illinois"
"39780","21152","1400000US17031801607","Census Tract 8016.07, Cook County, Illinois"
"null","null","1400000US17031801608","Census Tract 8016.08, Cook County, Illinois"
"-","**","1400000US17031801701","Census Tract 8017.01, Cook County, Illinois"
"null","null","1400000US17031801702","Census Tract 8017.02, Cook County, Illinois"
"null","null","1400000US17031801800","Census Tract 8018, Cook County, Illinois"
"null","null","1400000US17031801901","Census Tract 8019.01, Cook County, Illinois"
"-","**","1400000US17031801902","Census Tract 8019.02, Cook County, Illinois"
"17960","7088","1400000US17031802002","Census Tract 8020.02, Cook County, Illinois"
"6880","8231","1400000US17031802003","Census Tract 8020.03, Cook County, Illinois"
"27739","11530","1400000US17031802004","Census Tract 8020.04, Cook County, Illinois"
"81038","35915","1400000US17031802100","Census Tract 8021, Cook County, Illinois"
"null","null","1400000US17031802200","Census Tract 8022, Cook County, Illinois"
"16974","24871","1400000US17031802300","Census Tract 8023, Cook County, Illinois"
"45068","25286","1400000US17031802402","Census Tract 8024.02, Cook County, Illinois"
"null","null","1400000US17031802403","Census Tract 8024.03, Cook County, Illinois"
"14143","11896","1400000US17031802404","Census Tract 8024.04, Cook County, Illinois"
"null","null","1400000US17031802503","Census Tract 8025.03, Cook County, Illinois"
"null","null","1400000US17031802504","Census Tract 8025.04, Cook County, Illinois"
"22054","10357","1400000US17031802505","Census Tract 8025.05, Cook County, Illinois"
"null","null","1400000US17031802506","Census Tract 8025.06, Cook County, Illinois"
"1070","1009","1400000US17031802605","Census Tract 8026.05, Cook County, Illinois"
"null","null","1400000US17031802607","Census Tract 8026.07, Cook County, Illinois"
"45411","14749","1400000US17031802608","Census Tract 8026.08, Cook County, Illinois"
"null","null","1400000US17031802609","Census Tract 8026.09, Cook County, Illinois"
"8000","1946","1400000US17031802610","Census Tract 8026.10, Cook County, Illinois"
"44032","18480","1400000US17031802701","Census Tract 8027.01, Cook County, Illinois"
"null","null","1400000US17031802702","Census Tract 8027.02, Cook County, Illinois"
"64376","29824","1400000US17031802801","Census Tract 8028.01, Cook County, Illinois"
"9735","449","1400000US17031802802","Census Tract 8028.02, Cook County, Illinois"
"null","null","1400000US17031802900","Census Tract 8029, Cook County, Illinois"
"null","null","1400000US17031803005","Census Tract 8030.05, Cook County, Illinois"
"36432","16498","1400000US17031803007","Census Tract 8030.07, Cook County, Illinois"
"21623","12409","1400000US17031803008","Census Tract 8030.08, Cook County, Illinois"
"null","null","1400000US17031803010","Census Tract 8030.10, Cook County, Illinois"
"29136","17170","1400000US17031803012","Census Tract 8030.12, Cook County, Illinois"
"null","null","1400000US17031803013","Census Tract 8030.13, Cook County, Illinois"
"null","null","1400000US17031803014","Census Tract 8030.14, Cook County, Illinois"
"14628","6468","1400000US17031803015","Census Tract 8030.15, Cook County, Illinois"
"16904","4028","1400000US17031803016","Census Tract 8030.16, Cook County, Illinois"
"null","null","1400000US17031803017","Census Tract 8030.17, Cook County, Illinois"
"1532","2366","1400000US17031803100","Census Tract 8031, Cook County, Illinois"
"11525","11382","1400000US17031803200","Census Tract 8032, Cook County, Illinois"
"9316","6816","1400000US17031803300","Census Tract 8033, Cook County, Illinois"
"18388","7180","1400000US17031803400","Census Tract 8034, Cook County, Illinois"
"null","null","1400000US17031803500","Census Tract 8035, Cook County, Illinois"
"90380","20962","1400000US17031803603","Census Tract 8036.03, Cook County, Illinois"
"22606","14547","1400000US17031803604","Census Tract 8036.04, Cook County, Illinois"
"26125","18866","1400000US17031803605","Census Tract 8036.05, Cook County, Illinois"
"39854","29162","1400000US17031803607","Census Tract 8036.07, Cook County, Illinois"
"27466","14004","1400000US17031803608","Census Tract 8036.08, Cook County, Illinois"
