zipcode,male,white,median_age
62231,0.50,0.96,43.3
62232,0.49,0.89,37.3
62233,0.68,0.75,41.4
62234,0.47,0.83,39.6
62236,0.48,0.97,41.3
62237,0.56,0.95,51.1
62238,0.50,0.99,37.8
62239,0.43,0.95,42.5
62240,0.50,0.98,37.1
62241,0.55,1.00,53.6
62242,0.48,1.00,49.3
62243,0.50,0.96,46.3
62244,0.52,1.00,52.3
62245,0.55,0.98,43.7
62246,0.55,0.87,40.5
62248,0.46,0.99,33.7
62249,0.51,0.95,39.8
62250,0.56,0.95,39.5
62253,0.50,0.99,54.8
62254,0.44,0.85,42.7
62255,0.55,0.99,32.8
62257,0.50,1.00,51.5
62258,0.48,0.92,38.4
62260,0.50,0.99,44.1
62261,0.50,1.00,65.8
62262,0.47,0.90,49.9
62263,0.51,0.99,45.7
62264,0.55,0.99,40.4
62265,0.49,0.92,46.2
62266,0.51,1.00,19.9
62268,0.54,0.98,40.5
62269,0.49,0.79,37.9
62271,0.48,0.96,40.8
62272,0.54,0.90,35.2
62273,0.52,0.98,48.5
62274,0.62,0.77,38.1
62275,0.49,0.99,40.3
62277,0.54,0.98,46.6
62278,0.50,0.99,44.4
62280,0.52,1.00,42.2
62281,0.49,0.99,33.5
62282,0.45,0.96,50.5
62284,0.50,1.00,38.6
62285,0.50,0.98,43.3
62286,0.50,0.80,39.7
62288,0.48,0.95,39.3
62289,0.49,0.98,41.5
62292,0.47,0.96,39.6
62293,0.47,0.99,41.9
62294,0.48,0.96,39.8
62295,0.47,0.98,40.2
62297,0.49,1.00,54.5
62298,0.49,0.97,41.8
62301,0.47,0.89,39.6
62305,0.49,0.96,46.1
62311,0.60,0.95,41.6
62312,0.45,0.98,40.5
62313,0.51,0.99,59.6
62314,0.46,0.96,33.8
62316,0.48,0.97,38.1
62319,0.49,1.00,59
62320,0.51,0.95,37.2
62321,0.50,0.98,49.6
62323,0.57,1.00,45.5
62324,0.53,1.00,44.8
62325,0.53,0.95,40.2
62326,0.54,0.99,39.8
62330,0.53,0.96,44.8
62334,0.53,0.93,46.5
62336,0.62,0.95,55.9
62338,0.56,1.00,38
62339,0.47,0.96,46.7
62340,0.50,0.98,43.9
62341,0.44,0.97,46.3
62343,0.50,0.96,34
62344,0.00,1.00,-
62345,0.52,0.99,45.7
62346,0.56,0.98,54.1
62347,0.50,1.00,39.2
62348,0.36,0.99,45.8
62349,0.48,0.96,38.2
62351,0.52,0.99,45.1
62352,0.45,0.93,46
62353,0.67,0.75,37.2
62354,0.55,0.98,52.2
62355,0.54,0.99,47.5
62356,0.56,0.96,47
62357,0.41,0.85,34.7
62358,0.57,0.90,29.9
62359,0.61,1.00,42.1
62360,0.55,1.00,37.9
62361,0.54,1.00,53.2
62362,0.52,0.95,53.2
62363,0.50,0.96,41.4
62365,0.61,0.98,43.9
62366,0.52,1.00,42.9
62367,0.53,0.98,50.9
62370,0.40,1.00,43.3
62373,0.53,1.00,53.5
62374,0.61,1.00,54.3
62375,0.55,1.00,45.5
62376,0.50,0.99,39.2
62378,0.45,0.97,49.2
62379,0.50,0.99,42.4
62380,0.37,1.00,28.7
62401,0.49,0.96,39.9
62410,0.54,0.96,33.6
62411,0.51,1.00,39.5
62413,0.50,1.00,36
62414,0.51,1.00,39
62417,0.49,1.00,45.1
62418,0.50,0.99,36.2
62419,0.57,1.00,53.5
62420,0.49,0.97,42.5
62421,0.50,0.95,44.8
62422,0.52,0.98,44.7
62423,0.55,1.00,37.5
62424,0.53,0.97,33.4
62425,0.56,0.96,46.7
62426,0.50,0.99,44.9
62427,0.43,0.95,42.4
62428,0.50,0.99,41.5
62431,0.57,1.00,40.8
62432,0.47,0.98,38.8
62433,0.52,0.99,46.8
62434,0.56,0.98,56.7
62436,0.53,0.99,53.2
62438,0.55,1.00,35.8
62439,0.49,0.94,46.5
62440,0.50,0.97,47.1
62441,0.50,0.96,44.6
62442,0.49,0.99,40
62443,0.50,0.98,43.7
62444,0.57,1.00,40.9
62445,0.54,0.97,38.9
62446,0.55,0.95,48
62447,0.48,0.97,43.2
62448,0.48,0.98,45.7
62449,0.47,0.96,43.9
62450,0.49,0.96,42.4
62451,0.45,0.99,47.8
62452,0.51,0.98,48.6
62454,0.57,0.85,39.1
62458,0.50,1.00,46.5
62459,0.45,1.00,31.8
62460,0.47,0.96,38.9
62461,0.49,1.00,47.3
62462,0.54,0.99,36.2
62463,0.51,0.96,41.4
62465,0.50,1.00,45
62466,0.68,0.70,35.2
62467,0.49,0.98,36.6
62468,0.53,0.96,44.6
62469,0.44,1.00,37.7
62471,0.57,0.89,39.9
62473,0.50,0.99,49.3
62474,0.50,0.99,46.5
62475,0.56,0.98,30.7
62476,0.51,0.97,46.1
62477,0.46,0.95,44.5
62478,0.45,1.00,47.1
62479,0.55,1.00,34
62480,0.54,1.00,54.6
62481,0.46,0.69,44.6
62501,0.55,0.98,38.5
62510,0.50,0.96,42.7
62512,0.54,0.99,38.5
62513,0.45,0.93,37.7
62514,0.56,1.00,34.7
62515,0.57,0.96,43.7
62517,0.49,0.99,37.2
62518,0.42,1.00,57.6
62519,0.48,1.00,32.8
62520,0.46,0.96,47.4
62521,0.49,0.76,42.9
62522,0.47,0.73,36.9
62523,0.64,0.38,29.8
62526,0.45,0.75,42.3
62530,0.48,0.98,40.7
62531,0.52,0.99,42.2
62532,0.19,1.00,61.4
62533,0.49,0.99,42.6
62534,0.55,1.00,44.4
62535,0.50,0.83,41.9
62536,0.56,0.97,51.5
62537,0.40,1.00,50.5
62538,0.49,0.98,49.7
62539,0.51,0.97,42.7
62540,0.54,1.00,41.2
62541,0.29,0.57,75.3
62543,0.56,0.96,47.4
62544,0.51,0.94,45
62545,0.50,0.98,42.6
62546,0.50,0.98,37.3
62547,0.54,0.98,38.7
62548,0.46,0.97,44.2
62549,0.48,0.85,39.1
62550,0.45,0.98,44.1
62551,0.57,0.99,46
62553,0.49,1.00,50.7
62554,0.52,0.86,42.6
62555,0.50,1.00,48
62556,0.49,1.00,47.9
62557,0.49,0.98,45
62558,0.51,0.98,39.7
62560,0.43,0.97,45.3
62561,0.47,0.99,42.1
62563,0.50,0.96,42.5
62565,0.46,0.98,48.6
62567,0.52,0.99,42.9
62568,0.51,0.95,44.2
62570,0.54,1.00,41.6
62571,0.51,0.97,42
62572,0.46,0.99,46.4
62573,0.48,0.95,38.1
62601,0.49,0.99,48.3
62610,0.52,1.00,51.8
62611,0.53,0.97,41.1
62612,0.50,0.97,46.5
62613,0.51,0.97,38.5
62615,0.50,0.96,38.2
62617,0.43,0.96,47.6
62618,0.50,0.83,37.7
62621,0.51,0.99,41.6
62622,0.45,1.00,56
62624,0.45,0.97,51.3
62625,0.47,0.98,61.5
62626,0.48,0.93,39.6
62627,0.52,0.93,38.1
62628,0.57,1.00,36.8
62629,0.48,0.95,35.8
62630,0.58,1.00,44.5
62631,0.64,0.99,48.8
62633,0.48,0.92,52.9
62634,0.50,0.97,37.8
62635,0.51,0.98,38.2
62638,0.53,1.00,45.3
62639,0.46,1.00,46.8
62640,0.48,0.98,44.8
62642,0.52,0.99,39.7
62643,0.57,0.99,41
62644,0.51,0.98,45.4
62649,0.44,0.98,34.7
62650,0.50,0.88,39.7
62655,0.50,0.94,51.2
62656,0.49,0.85,39.7
62661,0.56,0.99,33.9
62663,0.47,0.98,49.5
62664,0.48,0.97,44.9
62665,0.48,0.98,44.2
62666,0.51,0.97,44.8
62667,0.49,0.98,57
62668,0.49,0.98,51.5
62670,0.50,0.98,42.3
62671,0.45,0.91,37.8
62672,0.47,0.99,53.5
62673,0.47,1.00,41.8
62674,0.49,0.98,48.8
62675,0.47,0.96,48.6
62677,0.50,0.99,48.7
62681,0.54,0.87,44.3
62682,0.49,0.97,43
62684,0.48,0.99,43.5
62685,0.53,0.91,45.2
62688,0.50,1.00,48.4
62689,0.50,0.97,32.6
62690,0.48,0.99,42.1
62691,0.50,0.97,44.4
62692,0.45,0.97,37.4
62693,0.50,0.99,38.6
62694,0.48,0.97,46.2
62695,0.57,0.96,51
62701,0.64,0.60,36.2
62702,0.48,0.75,40.5
62703,0.45,0.59,34.1
62704,0.48,0.78,39.5
62707,0.49,0.91,46.7
62711,0.46,0.88,49.6
62712,0.50,0.89,42.5
62801,0.52,0.85,41.7
62803,0.50,0.91,32.1
62806,0.50,0.96,43.3
62807,0.50,1.00,41.7
62808,0.55,0.97,40.5
62809,0.54,0.98,41.5
62810,0.50,0.96,37
62811,0.48,0.96,35
62812,0.50,0.96,42.3
62814,0.49,0.96,39.3
62815,0.51,0.95,53.2
62816,0.47,0.98,44.9
62817,0.44,1.00,56.8
62818,0.53,0.98,53.1
62819,0.53,0.97,44.2
62820,0.50,0.99,36.3
62821,0.48,0.97,46.2
62822,0.47,0.98,37.3
62823,0.46,0.98,48.6
62824,0.51,0.99,35.1
62825,0.54,1.00,42.6
62827,0.47,0.96,45.7
62828,0.46,1.00,39.3
62829,0.00,1.00,-
62830,0.54,0.95,45.5
62831,0.53,0.97,55.1
62832,0.50,0.93,43.6
62833,0.55,1.00,39.7
62835,0.49,0.98,47.1
62836,0.51,0.97,39.8
62837,0.50,0.95,44.6
62838,0.48,0.99,38.8
62839,0.47,0.94,43.4
62841,0.55,1.00,32.7
62842,0.50,0.98,41.5
62843,0.52,1.00,37.1
62844,0.49,0.98,40.2
62846,0.88,0.71,39.4
62848,0.46,0.96,41.7
62849,0.49,0.98,42.9
62850,0.52,0.98,45.4
62851,0.49,1.00,43
62852,0.46,0.97,63.3
62853,0.54,0.97,43.7
62854,0.49,0.97,45.4
62856,0.43,0.96,40
62858,0.54,0.97,40.7
62859,0.51,0.99,46.1
62860,0.58,1.00,42.3
62861,0.56,1.00,41.3
62862,0.51,1.00,47.8
62863,0.48,0.96,44.9
62864,0.48,0.84,40.8
62865,0.49,0.97,48.2
62867,0.47,0.95,48.4
62868,0.52,0.98,36.6
62869,0.51,0.99,40.2
62870,0.50,0.94,45.1
62871,0.54,0.99,41.7
62872,0.49,0.97,38.1
62874,0.54,0.97,47.9
62875,0.50,0.99,47
62876,0.53,0.99,48
62877,0.51,0.95,50.1
62878,0.42,0.99,38.3
62879,0.63,0.97,56.2
62880,0.53,0.99,39.5
62881,0.51,0.96,40.3
62882,0.49,0.96,38.9
62883,0.56,1.00,43.3
62884,0.50,0.98,48.4
62885,0.47,0.96,48.2
62886,0.47,0.96,41.1
62887,0.56,0.98,32.6
62888,0.50,0.98,45.6
62889,0.49,0.99,47.3
62890,0.50,0.98,39.8
62891,0.49,0.98,42.1
62892,0.49,1.00,48.5
62893,0.48,0.98,44.3
62894,0.49,0.98,40
62895,0.49,0.98,44.6
62896,0.48,0.97,43.6
62897,0.54,0.98,42.2
62898,0.47,0.97,39.5
62899,0.54,0.98,30.1
62901,0.51,0.65,25.6
62902,0.51,0.83,40.6
62903,0.55,0.71,23.7
62905,0.53,0.90,52
62906,0.52,0.94,48.3
62907,0.45,0.94,45.2
62908,0.55,0.88,34.9
62910,0.51,0.89,46.5
62912,0.45,0.99,34.3
62914,0.48,0.31,39.6
62915,0.51,0.77,34
62916,0.48,0.99,40.7
62917,0.47,0.88,43.1
62918,0.46,0.89,38.6
62919,0.50,0.89,46.7
62920,0.50,0.89,46.4
62921,0.43,0.54,36.5
62922,0.51,0.99,52.2
62923,0.44,0.89,41.5
62924,0.49,0.92,40.1
62926,0.50,0.97,35.4
62927,0.53,0.99,35.4
62928,0.45,1.00,55.5
62930,0.51,0.96,42.9
62931,0.52,0.98,48.3
62932,0.51,0.96,41.9
62933,0.41,0.96,50.8
62934,0.48,1.00,55
62935,0.54,0.97,39.9
62938,0.51,0.91,52.6
62939,0.44,1.00,47.2
62940,0.54,0.93,42
62941,0.53,0.95,40.9
62942,0.51,0.97,40.3
62943,0.51,1.00,53.2
62946,0.49,0.91,43.9
62947,0.71,0.98,53.8
62948,0.47,0.92,38.8
62949,0.53,0.92,42.9
62950,0.61,1.00,35.4
62951,0.53,0.99,46.1
62952,0.47,0.98,44.8
62953,0.53,0.87,31.5
62954,0.43,1.00,46.8
62956,0.43,0.97,34.4
62957,0.54,0.95,42.5
62958,0.53,0.93,46.5
62959,0.52,0.88,41.1
62960,0.46,0.92,43.8
62961,0.48,1.00,41.9
62963,0.49,0.48,36.7
62964,0.53,0.33,49.1
62965,0.37,1.00,40.7
62966,0.46,0.84,40
62967,0.49,1.00,47.7
62969,0.37,1.00,42
62970,0.49,0.91,43.4
62972,0.46,0.96,46.6
62974,0.52,0.99,40.7
62975,0.81,1.00,45.6
62976,0.43,0.44,49.4
62977,0.44,0.99,36
62979,0.48,0.94,43.5
62982,0.39,1.00,45.9
62983,0.53,0.96,46
62984,0.48,0.96,41.9
62985,0.44,0.96,52.5
62987,0.53,0.96,40.9
62988,0.49,0.67,50.2
62990,0.46,0.86,34.3
62992,0.51,0.70,42.6
62994,0.47,0.97,43.5
62995,0.67,0.76,39.1
62996,0.48,0.74,42.8
62997,0.51,1.00,32.9
62998,0.50,1.00,35.9
62999,0.49,0.97,37.3
63673,0.45,0.99,52.2
